location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Мирабадский район, Ойбек",Mirabad,3,68.0,9,9,90000.0,1323.5294117647059
"город Ташкент, Чиланзарский район, 14-prorezd",Chilonzor,2,55.0,1,4,31500.0,572.7272727272727
"город Ташкент, Мирабадский район, Переушка",Mirabad,3,105.0,1,5,90000.0,857.1428571428571
"город Ташкент, Мирабадский район, Миробод",Mirabad,4,232.0,7,12,340000.0,1465.5172413793102
"город Ташкент, Юнусабадский район, Юнусабад 17-й квартал жилой комплекс Замок Счастья",Yunusobod,2,45.0,2,5,39500.0,877.7777777777778
"город Ташкент, Яккасарайский район, ул.Мукимий",Yakkasaroy,3,91.0,6,8,135000.0,1483.5164835164835
"город Ташкент, Шайхантахурский район, Фараби",Shayxontohur,4,200.0,5,9,150000.0,750.0
"город Ташкент, Мирзо-Улугбекский район, Дархан",Mirzo-Ulugʻbek,4,124.0,1,10,155000.0,1250.0
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Yunusobod,1,38.0,4,5,25500.0,671.0526315789474
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,38.0,2,5,26700.0,702.6315789473684
"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Chilonzor,2,50.0,1,4,38000.0,760.0
"город Ташкент, Мирабадский район, Нукус",Mirabad,2,65.0,3,9,54000.0,830.7692307692307
"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Yunusobod,3,80.0,3,7,72000.0,900.0
"город Ташкент, Яшнободский район, Паркент",Yashnobod,2,65.0,4,9,55000.0,846.1538461538462
"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Mirabad,3,75.0,2,4,74000.0,986.6666666666666
"город Ташкент, Яккасарайский район, Урикзор",Yakkasaroy,2,40.0,1,4,37000.0,925.0
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,100.0,1,4,57700.0,577.0
"город Ташкент, Мирабадский район, 1-й Нукусский проезд",Mirabad,3,90.0,7,9,77000.0,855.5555555555555
"город Ташкент, Юнусабадский район, метро Минор",Yunusobod,3,100.0,4,8,88000.0,880.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Мирабадский район, Тараса Шевченко",Mirabad,4,120.0,5,9,145000.0,1208.3333333333333
"город Ташкент, Яккасарайский район, Конституция",Yakkasaroy,4,200.0,4,8,250000.0,1250.0
"город Ташкент, Юнусабадский район, Ц 6",Yunusobod,3,65.0,3,4,76000.0,1169.2307692307693
"город Ташкент, Мирзо-Улугбекский район, Паркент",Mirzo-Ulugʻbek,2,59.0,4,8,42000.0,711.8644067796611
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,64.0,1,5,42000.0,656.25
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,4,105.0,6,9,60000.0,571.4285714285714
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,3,78.0,7,9,55000.0,705.1282051282051
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,4,100.0,6,9,70000.0,700.0
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Chilonzor,3,78.0,5,9,50000.0,641.025641025641
"город Ташкент, Чиланзарский район, Нафосат",Chilonzor,2,80.0,8,8,48000.0,600.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Яккасарайский район, Юнус Ражабий",Yakkasaroy,2,51.0,1,5,57000.0,1117.6470588235295
"город Ташкент, Яккасарайский район, Бабура",Yakkasaroy,3,75.0,3,9,53500.0,713.3333333333334
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,1,39.0,1,5,27500.0,705.1282051282051
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Юнусабадский район, Юнусабад-14",Yunusobod,4,90.0,4,5,56000.0,622.2222222222222
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,39.0,2,5,26700.0,684.6153846153846
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,72.0,3,9,45500.0,631.9444444444445
"город Ташкент, Яккасарайский район, Мирабад",Yakkasaroy,2,98.0,6,9,160000.0,1632.6530612244899
"город Ташкент, Мирзо-Улугбекский район, Карасув-6",Mirzo-Ulugʻbek,3,78.0,5,5,38000.0,487.1794871794872
"город Ташкент, Юнусабадский район, Минор",Yunusobod,2,60.0,2,4,75000.0,1250.0
"город Ташкент, Чиланзарский район, Чиланзар 2 квартал",Chilonzor,2,50.0,2,4,36000.0,720.0
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Yunusobod,1,38.0,4,4,26500.0,697.3684210526316
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Yunusobod,1,38.0,4,4,26500.0,697.3684210526316
"город Ташкент, Яшнободский район, Махтумкули",Yashnobod,3,62.0,6,7,58000.0,935.483870967742
"город Ташкент, Бектемирский район, Сувсоз-1 (Водник) ",Bektemir,3,71.2,6,9,27500.0,386.23595505617976
"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал махалля Хусниабад",Yunusobod,2,65.0,4,4,38000.0,584.6153846153846
"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Mirabad,2,65.0,4,9,79000.0,1215.3846153846155
"город Ташкент, Яккасарайский район, Конституция",Yakkasaroy,2,56.0,4,8,36000.0,642.8571428571429
"город Ташкент, Сергелийский район, 1-й проезд 3-й улицы Обод",Sergeli,2,70.0,4,9,29500.0,421.42857142857144
"город Ташкент, Мирзо-Улугбекский район, Юзработ",Mirzo-Ulugʻbek,2,50.0,3,4,33000.0,660.0
"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Olmazor,3,69.46,1,4,39000.0,561.474229772531
"город Ташкент, Сергелийский район, 1-й проезд 1-й улицы Дилкаш",Sergeli,5,120.0,6,9,105000.0,875.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,2,48.0,5,9,23000.0,479.1666666666667
"город Ташкент, Яшнободский район, Хосиятли",Yashnobod,3,83.0,2,6,38663.0,465.8192771084337
"город Ташкент, Мирзо-Улугбекский район, Бешогайнилар",Mirzo-Ulugʻbek,3,125.0,9,25,193000.0,1544.0
"город Ташкент, Мирзо-Улугбекский район, Бешогайнилар",Mirzo-Ulugʻbek,2,90.0,9,25,135500.0,1505.5555555555557
"город Ташкент, Чиланзарский район, Лутфи",Chilonzor,3,65.0,3,4,37000.0,569.2307692307693
"город Ташкент, Олмазорский район, Фараби",Olmazor,4,215.0,10,25,330000.0,1534.8837209302326
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,95.0,6,9,70000.0,736.8421052631579
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Uchtepa,2,52.0,3,4,37000.0,711.5384615384615
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,48.0,3,4,33500.0,697.9166666666666
"город Ташкент, Мирабадский район, 1-й проезд Инокобод",Mirabad,1,33.0,2,5,30000.0,909.0909090909091
"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Chilonzor,2,52.0,2,5,37500.0,721.1538461538462
"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Mirabad,3,85.0,1,9,85000.0,1000.0
"город Ташкент, Олмазорский район, Талабалар",Olmazor,3,82.0,3,9,48000.0,585.3658536585366
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Uchtepa,2,52.0,3,4,40000.0,769.2307692307693
"город Ташкент, Яккасарайский район, 2-й проезд Урикзор",Yakkasaroy,2,45.0,1,4,40000.0,888.8888888888889
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,57.0,4,4,37500.0,657.8947368421053
"город Ташкент, Чиланзарский район, Чиланзар-Ц",Chilonzor,2,50.0,2,5,37500.0,750.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,50.0,1,5,36000.0,720.0
"город Ташкент, Чиланзарский район, Учтепинский район",Chilonzor,1,42.0,2,5,29500.0,702.3809523809524
"город Ташкент, Чиланзарский район, Хамза",Chilonzor,1,34.0,3,4,28500.0,838.2352941176471
"город Ташкент, Чиланзарский район, Чиланзар-26",Chilonzor,1,42.0,4,5,25500.0,607.1428571428571
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Uchtepa,2,54.0,3,4,37500.0,694.4444444444445
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Chilonzor,2,53.0,2,4,34000.0,641.5094339622641
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,38.0,2,5,26700.0,702.6315789473684
"город Ташкент, Яшнободский район, жилой комплекс Обод Макон",Yashnobod,1,39.0,5,5,23500.0,602.5641025641025
"город Ташкент, Яшнободский район, 58-й городок",Yashnobod,3,69.0,5,5,50000.0,724.6376811594203
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,48.0,1,4,37000.0,770.8333333333334
"город Ташкент, Яккасарайский район, Сарабустон (Артиллерийская) ",Yakkasaroy,2,60.0,4,4,75000.0,1250.0
"город Ташкент, Олмазорский район, Олимпия",Olmazor,2,56.0,2,4,36000.0,642.8571428571429
"город Ташкент, Яшнободский район, 1-й переулок Бойкургон",Yashnobod,2,50.0,1,3,28000.0,560.0
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,48.0,3,4,38000.0,791.6666666666666
